Model Name,Dataset,Quantization Batch Size,Original Top1 Accuracy,Quantized Top1 Accuracy,Original Top5 Accuracy,Quantized Top5 Accuracy,Bits,MLP_Alphabet_Scalar,CNN_Alphabet_Scalar,MLP_Percentile,CNN_Percentile,Stochastic Quantization,Regularizer,Lambda,Original Sparsity,Quantized Sparsity,Retain_rate,Fusion,Seed,Subset_Inds,Subset_Classes,Max_KL,Min_KL,Avg_KL,Median_KL,Classes Repeated,Fine-Tuned Top1 Accuracy,Fine-Tuned Top5 Accuracy,Quant+FT Top1 Accuracy,Quant+FT Top5 Accuracy,Original Top1 Accuracy (Pick Sub),Original Top5 Accuracy (Pick Sub),Quantized Top1 Accuracy (Pick Sub),Quantized Top5 Accuracy (Pick Sub),Fine-Tuned Top1 Accuracy (Pick Sub),Fine-Tuned Top5 Accuracy (Pick Sub),Quant+FT Top1 Accuracy (Pick Sub),Quant+FT Top5 Accuracy (Pick Sub),Fine-Tuned Sparsity,Quant+FT Sparsity
resnet50,CIFAR100,64,0.863,0.954,0.985,0.998,4,1.16,1.16,1,1,False,,0.1,0.0,0.4583,0.25,False,0,"[0, 39, 73, 49, 52, 53, 62, 58, 61, 94]","['apple', 'keyboard', 'shark', 'mountain', 'oak_tree', 'orange', 'poppy', 'pickup_truck', 'plate', 'wardrobe']",192.25317582671377,0.8441400222921807,70.98291672463468,64.10025423945821,False,0.982,0.999,0.95,0.997,0.986,1.0,0.954,0.998,0.988,1.0,0.95,0.997,0.0,0.456
resnet50,CIFAR100,64,0.81,0.845,0.962,0.974,4,1.16,1.16,1,1,False,,0.1,0.0,0.4576,0.25,False,0,"[61, 97, 41, 17, 83, 84, 14, 32, 74, 95]","['plate', 'wolf', 'lawn_mower', 'castle', 'sweet_pepper', 'table', 'butterfly', 'flatfish', 'shrew', 'whale']",98.2280657046106,1.7147052444778144,21.09501949987561,13.324729917525872,False,0.964,0.997,0.864,0.988,0.97,0.996,0.845,0.992,0.979,0.998,0.864,0.988,0.0,0.4527
resnet50,CIFAR100,64,0.883,0.793,0.978,0.977,4,1.16,1.16,1,1,False,,0.1,0.0,0.4605,0.25,False,0,"[37, 41, 12, 13, 76, 48, 81, 85, 89, 90]","['house', 'lawn_mower', 'bridge', 'bus', 'skyscraper', 'motorcycle', 'streetcar', 'tank', 'tractor', 'train']",5.12552844804835,0.1518359509107778,1.8085912877292711,1.8236684718009988,False,0.919,0.993,0.817,0.988,0.916,0.996,0.793,0.984,0.92,0.997,0.817,0.988,0.0,0.4585
resnet50,CIFAR100,64,0.881,0.966,0.989,0.998,4,1.16,1.16,1,1,False,,0.1,0.0,0.456,0.25,False,0,"[0, 39, 71, 49, 52, 53, 54, 58, 61, 94]","['apple', 'keyboard', 'sea', 'mountain', 'oak_tree', 'orange', 'orchid', 'pickup_truck', 'plate', 'wardrobe']",192.25317582671377,0.5440176130360911,70.70239402623602,60.74714176408661,False,0.984,1.0,0.967,0.999,0.985,1.0,0.969,0.999,0.987,1.0,0.967,0.999,0.0,0.4551
resnet50,CIFAR100,64,0.803,0.753,0.96,0.959,4,1.16,1.16,1,1,False,,0.1,0.0,0.4563,0.25,False,0,"[91, 25, 78, 93, 32, 46, 77, 36, 27, 17]","['trout', 'couch', 'snake', 'turtle', 'flatfish', 'man', 'snail', 'hamster', 'crocodile', 'castle']",35.47844054824965,0.4195289829891482,7.137754282015429,4.684156218442112,False,0.93,0.994,0.735,0.963,0.948,0.998,0.753,0.987,0.946,0.997,0.735,0.963,0.0,0.4529
resnet50,CIFAR100,64,0.771,0.593,0.95,0.949,4,1.16,1.16,1,1,False,,0.1,0.0,0.4541,0.25,False,0,"[3, 4, 38, 72, 74, 15, 19, 21, 55, 31]","['bear', 'beaver', 'kangaroo', 'seal', 'shrew', 'camel', 'cattle', 'chimpanzee', 'otter', 'elephant']",3.494797836854806,0.0743972312083672,0.993999512357326,0.7670957345203666,False,0.841,0.975,0.581,0.949,0.846,0.986,0.593,0.955,0.846,0.986,0.581,0.949,0.0,0.4551
resnet50,CIFAR100,64,0.879,0.929,0.987,0.995,4,1.16,1.16,1,1,False,,0.1,0.0,0.4577,0.25,False,0,"[0, 39, 49, 84, 53, 52, 20, 62, 58, 94]","['apple', 'keyboard', 'mountain', 'table', 'orange', 'oak_tree', 'chair', 'poppy', 'pickup_truck', 'wardrobe']",192.25317582671377,0.8441400222921807,66.93405546344665,60.04703236718203,False,0.976,0.997,0.946,0.999,0.987,0.999,0.931,0.999,0.981,0.999,0.946,0.999,0.0,0.4591
resnet50,CIFAR100,64,0.861,0.884,0.981,0.979,4,1.16,1.16,1,1,False,,0.1,0.0,0.4584,0.25,False,0,"[2, 97, 65, 71, 48, 24, 12, 62, 58, 98]","['baby', 'wolf', 'rabbit', 'sea', 'motorcycle', 'cockroach', 'bridge', 'poppy', 'pickup_truck', 'woman']",102.73889964379478,0.2007550325906008,18.56642482609623,15.598812763680789,False,0.972,1.0,0.891,0.992,0.985,0.999,0.884,0.991,0.98,1.0,0.891,0.992,0.0,0.4563
resnet50,CIFAR100,64,0.808,0.743,0.986,0.991,4,1.16,1.16,1,1,False,,0.1,0.0,0.4473,0.25,False,0,"[96, 33, 68, 71, 49, 52, 23, 56, 59, 60]","['willow_tree', 'forest', 'road', 'sea', 'mountain', 'oak_tree', 'cloud', 'palm_tree', 'pine_tree', 'plain']",6.134205435884685,0.197317853739332,2.2982349564769766,2.015193842245191,False,0.856,0.994,0.696,0.986,0.844,0.999,0.743,0.994,0.857,0.999,0.696,0.988,0.0,0.4484
resnet50,CIFAR100,64,0.876,0.957,0.991,0.994,4,1.16,1.16,1,1,False,,0.1,0.0,0.4562,0.25,False,0,"[0, 36, 39, 71, 49, 52, 53, 58, 61, 94]","['apple', 'hamster', 'keyboard', 'sea', 'mountain', 'oak_tree', 'orange', 'pickup_truck', 'plate', 'wardrobe']",192.25317582671377,0.5440176130360911,70.52044982672659,49.09750103727456,False,0.985,1.0,0.938,0.996,0.984,1.0,0.957,0.995,0.989,1.0,0.938,0.996,0.0,0.457
resnet50,CIFAR100,64,0.802,0.808,0.957,0.972,4,1.16,1.16,1,1,False,,0.1,0.0,0.4545,0.25,False,0,"[16, 8, 40, 10, 80, 95, 62, 91, 64, 27]","['can', 'bicycle', 'lamp', 'bowl', 'squirrel', 'whale', 'poppy', 'trout', 'possum', 'crocodile']",43.39951916161051,0.1115033507263587,11.193332192559614,9.307409429783728,False,0.939,0.997,0.795,0.987,0.948,0.998,0.808,0.984,0.947,1.0,0.795,0.987,0.0,0.4535
resnet50,CIFAR100,64,0.89,0.793,0.984,0.976,4,1.16,1.16,1,1,False,,0.1,0.0,0.4552,0.25,False,0,"[68, 37, 69, 12, 76, 81, 17, 85, 89, 90]","['road', 'house', 'rocket', 'bridge', 'skyscraper', 'streetcar', 'castle', 'tank', 'tractor', 'train']",6.134068765441798,0.1518359509107778,1.738200248263854,1.4173465620838974,False,0.918,0.994,0.724,0.978,0.922,0.998,0.794,0.981,0.921,0.997,0.724,0.978,0.0,0.456
resnet50,CIFAR100,64,0.882,0.958,0.99,0.999,4,1.16,1.16,1,1,False,,0.1,0.0,0.4584,0.25,False,0,"[0, 99, 39, 49, 52, 53, 20, 62, 58, 94]","['apple', 'worm', 'keyboard', 'mountain', 'oak_tree', 'orange', 'chair', 'poppy', 'pickup_truck', 'wardrobe']",192.25317582671377,0.8441400222921807,67.37698245799805,57.78091080430897,False,0.984,0.999,0.95,0.997,0.992,1.0,0.965,1.0,0.986,1.0,0.95,0.997,0.0,0.4599
resnet50,CIFAR100,64,0.794,0.801,0.966,0.959,4,1.16,1.16,1,1,False,,0.1,0.0,0.4541,0.25,False,0,"[60, 68, 80, 83, 11, 74, 14, 66, 40, 19]","['plain', 'road', 'squirrel', 'sweet_pepper', 'boy', 'shrew', 'butterfly', 'raccoon', 'lamp', 'cattle']",47.41267834350731,0.2204677410314894,10.566719434173317,8.363779673094497,False,0.941,0.998,0.785,0.98,0.96,0.998,0.801,0.976,0.955,1.0,0.785,0.98,0.0,0.4511
resnet50,CIFAR100,64,0.821,0.719,0.95,0.95,4,1.16,1.16,1,1,False,,0.1,0.0,0.4516,0.25,False,0,"[7, 44, 45, 78, 79, 77, 51, 26, 91, 29]","['beetle', 'lizard', 'lobster', 'snake', 'spider', 'snail', 'mushroom', 'crab', 'trout', 'dinosaur']",0.8390733956106174,0.0692333107378202,0.3458524167332596,0.3020452355297199,False,0.901,0.992,0.707,0.955,0.913,0.996,0.719,0.967,0.909,0.995,0.707,0.955,0.0,0.4553
resnet50,CIFAR100,64,0.861,0.937,0.985,0.988,4,1.16,1.16,1,1,False,,0.1,0.0,0.4571,0.25,False,0,"[0, 71, 39, 46, 52, 53, 62, 58, 61, 94]","['apple', 'sea', 'keyboard', 'man', 'oak_tree', 'orange', 'poppy', 'pickup_truck', 'plate', 'wardrobe']",192.25317582671377,0.8441400222921807,66.60117518983995,46.604676322486746,False,0.981,1.0,0.93,0.995,0.983,0.999,0.937,0.994,0.984,1.0,0.93,0.996,0.0,0.4544
resnet50,CIFAR100,64,0.813,0.775,0.97,0.973,4,1.16,1.16,1,1,False,,0.1,0.0,0.4548,0.25,False,0,"[57, 93, 12, 98, 24, 11, 38, 69, 34, 77]","['pear', 'turtle', 'bridge', 'woman', 'cockroach', 'boy', 'kangaroo', 'rocket', 'fox', 'snail']",18.375809302761457,0.0998092654899632,8.126477700064346,7.846049581929622,False,0.939,0.996,0.798,0.987,0.956,0.998,0.776,0.983,0.945,0.998,0.798,0.987,0.0,0.4556
resnet50,CIFAR100,64,0.808,0.76,0.986,0.985,4,1.16,1.16,1,1,False,,0.1,0.0,0.4498,0.25,False,0,"[96, 33, 68, 71, 49, 52, 23, 56, 59, 60]","['willow_tree', 'forest', 'road', 'sea', 'mountain', 'oak_tree', 'cloud', 'palm_tree', 'pine_tree', 'plain']",6.134205435884685,0.197317853739332,2.2982349564769766,2.015193842245191,False,0.854,0.995,0.696,0.992,0.844,0.999,0.76,0.989,0.856,0.999,0.696,0.993,0.0,0.4478
resnet50,CIFAR100,64,0.866,0.929,0.983,0.994,4,1.16,1.16,1,1,False,,0.1,0.0,0.4596,0.25,False,0,"[0, 39, 13, 49, 52, 53, 62, 58, 61, 94]","['apple', 'keyboard', 'bus', 'mountain', 'oak_tree', 'orange', 'poppy', 'pickup_truck', 'plate', 'wardrobe']",192.25317582671377,0.3333454169700043,72.77540203654587,66.9804369236124,False,0.979,0.999,0.913,0.996,0.98,1.0,0.931,0.998,0.981,1.0,0.913,0.996,0.0,0.4571
resnet50,CIFAR100,64,0.825,0.783,0.97,0.981,4,1.16,1.16,1,1,False,,0.1,0.0,0.4569,0.25,False,0,"[7, 70, 41, 24, 18, 63, 93, 47, 60, 36]","['beetle', 'rose', 'lawn_mower', 'cockroach', 'caterpillar', 'porcupine', 'turtle', 'maple_tree', 'plain', 'hamster']",61.23175724479679,0.1699536728173125,13.440935916106742,9.266818571113683,False,0.964,0.998,0.859,0.994,0.964,1.0,0.783,0.992,0.971,1.0,0.859,0.994,0.0,0.4532
resnet50,CIFAR100,64,0.83,0.665,0.952,0.935,4,1.16,1.16,1,1,False,,0.1,0.0,0.4518,0.25,False,0,"[6, 7, 44, 77, 14, 79, 45, 18, 51, 26]","['bee', 'beetle', 'lizard', 'snail', 'butterfly', 'spider', 'lobster', 'caterpillar', 'mushroom', 'crab']",1.023288406760112,0.0603022319328572,0.4242848414917287,0.3781338287109614,False,0.896,0.992,0.634,0.951,0.906,0.993,0.665,0.949,0.9,0.993,0.634,0.951,0.0,0.4557
resnet50,CIFAR100,64,0.881,0.946,0.986,0.991,4,1.16,1.16,1,1,False,,0.1,0.0,0.4582,0.25,False,0,"[0, 39, 49, 52, 53, 20, 62, 58, 28, 94]","['apple', 'keyboard', 'mountain', 'oak_tree', 'orange', 'chair', 'poppy', 'pickup_truck', 'cup', 'wardrobe']",192.25317582671377,0.8441400222921807,67.35152737279088,62.94928448912551,False,0.983,0.999,0.969,1.0,0.988,0.999,0.95,0.996,0.989,1.0,0.969,1.0,0.0,0.4588
resnet50,CIFAR100,64,0.842,0.884,0.962,0.982,4,1.16,1.16,1,1,False,,0.1,0.0,0.4607,0.25,False,0,"[48, 31, 87, 86, 11, 76, 45, 69, 94, 88]","['motorcycle', 'elephant', 'television', 'telephone', 'boy', 'skyscraper', 'lobster', 'rocket', 'wardrobe', 'tiger']",103.4611733104848,0.6964406324275851,16.938129401400662,12.664145589661992,False,0.953,0.992,0.878,0.993,0.959,0.998,0.884,0.99,0.96,0.996,0.878,0.993,0.0,0.4547
