Model Name,Dataset,Quantization Batch Size,Original Top1 Accuracy,Quantized Top1 Accuracy,Original Top5 Accuracy,Quantized Top5 Accuracy,Bits,MLP_Alphabet_Scalar,CNN_Alphabet_Scalar,MLP_Percentile,CNN_Percentile,Stochastic Quantization,Regularizer,Lambda,Original Sparsity,Quantized Sparsity,Retain_rate,Fusion,Seed,Subset_Inds,Subset_Classes,Max_KL,Min_KL,Avg_KL,Median_KL,Classes Repeated,Fine-Tuned Top1 Accuracy,Fine-Tuned Top5 Accuracy,Quant+FT Top1 Accuracy,Quant+FT Top5 Accuracy,Original Top1 Accuracy (Pick Sub),Original Top5 Accuracy (Pick Sub),Quantized Top1 Accuracy (Pick Sub),Quantized Top5 Accuracy (Pick Sub),Fine-Tuned Top1 Accuracy (Pick Sub),Fine-Tuned Top5 Accuracy (Pick Sub),Quant+FT Top1 Accuracy (Pick Sub),Quant+FT Top5 Accuracy (Pick Sub),Fine-Tuned Sparsity,Quant+FT Sparsity
resnet50,CIFAR100,64,0.803,0.526,0.96,0.824,4,1.16,1.16,1,1,False,,0.1,0.0,0.4819,0.25,False,0,"[91, 25, 78, 93, 32, 46, 77, 36, 27, 17]","['trout', 'couch', 'snake', 'turtle', 'flatfish', 'man', 'snail', 'hamster', 'crocodile', 'castle']",35.47844054824965,0.4195289829891482,7.137754282015429,4.684156218442112,False,0.929,0.994,0.498,0.88,0.948,0.998,0.526,0.865,0.945,0.997,0.498,0.882,0.0,0.4755
resnet50,CIFAR100,64,0.771,0.417,0.95,0.866,4,1.16,1.16,1,1,False,,0.1,0.0,0.4827,0.25,False,0,"[3, 4, 38, 72, 74, 15, 19, 21, 55, 31]","['bear', 'beaver', 'kangaroo', 'seal', 'shrew', 'camel', 'cattle', 'chimpanzee', 'otter', 'elephant']",3.494797836854806,0.0743972312083672,0.993999512357326,0.7670957345203666,False,0.843,0.979,0.318,0.856,0.846,0.986,0.417,0.87,0.848,0.987,0.318,0.858,0.0,0.4813
resnet50,CIFAR100,64,0.879,0.841,0.987,0.973,4,1.16,1.16,1,1,False,,0.1,0.0,0.4822,0.25,False,0,"[0, 39, 49, 84, 53, 52, 20, 62, 58, 94]","['apple', 'keyboard', 'mountain', 'table', 'orange', 'oak_tree', 'chair', 'poppy', 'pickup_truck', 'wardrobe']",192.25317582671377,0.8441400222921807,66.93405546344665,60.04703236718203,False,0.979,0.997,0.864,0.996,0.987,0.999,0.844,0.994,0.984,0.999,0.864,0.997,0.0,0.4811
resnet50,CIFAR100,64,0.861,0.717,0.981,0.943,4,1.16,1.16,1,1,False,,0.1,0.0,0.4832,0.25,False,0,"[2, 97, 65, 71, 48, 24, 12, 62, 58, 98]","['baby', 'wolf', 'rabbit', 'sea', 'motorcycle', 'cockroach', 'bridge', 'poppy', 'pickup_truck', 'woman']",102.73889964379478,0.2007550325906008,18.56642482609623,15.598812763680789,False,0.967,1.0,0.67,0.946,0.985,0.999,0.718,0.97,0.976,1.0,0.67,0.947,0.0,0.4732
resnet50,CIFAR100,64,0.808,0.655,0.986,0.98,4,1.16,1.16,1,1,False,,0.1,0.0,0.4839,0.25,False,0,"[96, 33, 68, 71, 49, 52, 23, 56, 59, 60]","['willow_tree', 'forest', 'road', 'sea', 'mountain', 'oak_tree', 'cloud', 'palm_tree', 'pine_tree', 'plain']",6.134205435884685,0.197317853739332,2.2982349564769766,2.015193842245191,False,0.857,0.995,0.536,0.965,0.844,0.999,0.656,0.985,0.858,0.998,0.536,0.966,0.0,0.4782
resnet50,CIFAR100,64,0.876,0.88,0.991,0.987,4,1.16,1.16,1,1,False,,0.1,0.0,0.4832,0.25,False,0,"[0, 36, 39, 71, 49, 52, 53, 58, 61, 94]","['apple', 'hamster', 'keyboard', 'sea', 'mountain', 'oak_tree', 'orange', 'pickup_truck', 'plate', 'wardrobe']",192.25317582671377,0.5440176130360911,70.52044982672659,49.09750103727456,False,0.985,1.0,0.857,0.986,0.984,1.0,0.88,0.993,0.989,1.0,0.857,0.987,0.0,0.478
resnet50,CIFAR100,64,0.802,0.653,0.957,0.945,4,1.16,1.16,1,1,False,,0.1,0.0,0.481,0.25,False,0,"[16, 8, 40, 10, 80, 95, 62, 91, 64, 27]","['can', 'bicycle', 'lamp', 'bowl', 'squirrel', 'whale', 'poppy', 'trout', 'possum', 'crocodile']",43.39951916161051,0.1115033507263587,11.193332192559614,9.307409429783728,False,0.941,0.998,0.565,0.932,0.948,0.998,0.653,0.967,0.949,1.0,0.565,0.934,0.0,0.4782
resnet50,CIFAR100,64,0.89,0.66,0.984,0.944,4,1.16,1.16,1,1,False,,0.1,0.0,0.4814,0.25,False,0,"[68, 37, 69, 12, 76, 81, 17, 85, 89, 90]","['road', 'house', 'rocket', 'bridge', 'skyscraper', 'streetcar', 'castle', 'tank', 'tractor', 'train']",6.134068765441798,0.1518359509107778,1.738200248263854,1.4173465620838974,False,0.916,0.992,0.54,0.918,0.922,0.998,0.661,0.948,0.919,0.996,0.54,0.919,0.0,0.4804
resnet50,CIFAR100,64,0.882,0.9,0.99,0.978,4,1.16,1.16,1,1,False,,0.1,0.0,0.4865,0.25,False,0,"[0, 99, 39, 49, 52, 53, 20, 62, 58, 94]","['apple', 'worm', 'keyboard', 'mountain', 'oak_tree', 'orange', 'chair', 'poppy', 'pickup_truck', 'wardrobe']",192.25317582671377,0.8441400222921807,67.37698245799805,57.78091080430897,False,0.984,0.999,0.9,0.995,0.992,1.0,0.904,0.989,0.987,1.0,0.9,0.996,0.0,0.4764
resnet50,CIFAR100,64,0.794,0.594,0.966,0.917,4,1.16,1.16,1,1,False,,0.1,0.0,0.4861,0.25,False,0,"[60, 68, 80, 83, 11, 74, 14, 66, 40, 19]","['plain', 'road', 'squirrel', 'sweet_pepper', 'boy', 'shrew', 'butterfly', 'raccoon', 'lamp', 'cattle']",47.41267834350731,0.2204677410314894,10.566719434173317,8.363779673094497,False,0.946,0.997,0.493,0.91,0.96,0.998,0.594,0.942,0.958,0.999,0.493,0.91,0.0,0.4744
resnet50,CIFAR100,64,0.821,0.413,0.95,0.827,4,1.16,1.16,1,1,False,,0.1,0.0,0.4796,0.25,False,0,"[7, 44, 45, 78, 79, 77, 51, 26, 91, 29]","['beetle', 'lizard', 'lobster', 'snake', 'spider', 'snail', 'mushroom', 'crab', 'trout', 'dinosaur']",0.8390733956106174,0.0692333107378202,0.3458524167332596,0.3020452355297199,False,0.901,0.994,0.452,0.836,0.913,0.996,0.413,0.856,0.909,0.995,0.452,0.836,0.0,0.4855
resnet50,CIFAR100,64,0.861,0.84,0.985,0.958,4,1.16,1.16,1,1,False,,0.1,0.0,0.4811,0.25,False,0,"[0, 71, 39, 46, 52, 53, 62, 58, 61, 94]","['apple', 'sea', 'keyboard', 'man', 'oak_tree', 'orange', 'poppy', 'pickup_truck', 'plate', 'wardrobe']",192.25317582671377,0.8441400222921807,66.60117518983995,46.604676322486746,False,0.985,1.0,0.804,0.973,0.983,0.999,0.84,0.976,0.986,1.0,0.804,0.976,0.0,0.4806
resnet50,CIFAR100,64,0.813,0.594,0.97,0.888,4,1.16,1.16,1,1,False,,0.1,0.0,0.4793,0.25,False,0,"[57, 93, 12, 98, 24, 11, 38, 69, 34, 77]","['pear', 'turtle', 'bridge', 'woman', 'cockroach', 'boy', 'kangaroo', 'rocket', 'fox', 'snail']",18.375809302761457,0.0998092654899632,8.126477700064346,7.846049581929622,False,0.936,0.996,0.505,0.9,0.956,0.998,0.594,0.932,0.942,0.999,0.505,0.9,0.0,0.4734
resnet50,CIFAR100,64,0.808,0.665,0.986,0.981,4,1.16,1.16,1,1,False,,0.1,0.0,0.4778,0.25,False,0,"[96, 33, 68, 71, 49, 52, 23, 56, 59, 60]","['willow_tree', 'forest', 'road', 'sea', 'mountain', 'oak_tree', 'cloud', 'palm_tree', 'pine_tree', 'plain']",6.134205435884685,0.197317853739332,2.2982349564769766,2.015193842245191,False,0.856,0.995,0.502,0.947,0.844,0.999,0.665,0.987,0.858,0.999,0.502,0.95,0.0,0.4832
resnet50,CIFAR100,64,0.866,0.873,0.983,0.987,4,1.16,1.16,1,1,False,,0.1,0.0,0.4844,0.25,False,0,"[0, 39, 13, 49, 52, 53, 62, 58, 61, 94]","['apple', 'keyboard', 'bus', 'mountain', 'oak_tree', 'orange', 'poppy', 'pickup_truck', 'plate', 'wardrobe']",192.25317582671377,0.3333454169700043,72.77540203654587,66.9804369236124,False,0.982,0.999,0.827,0.979,0.98,1.0,0.873,0.995,0.984,1.0,0.827,0.981,0.0,0.4781
resnet50,CIFAR100,64,0.825,0.62,0.97,0.921,4,1.16,1.16,1,1,False,,0.1,0.0,0.4794,0.25,False,0,"[7, 70, 41, 24, 18, 63, 93, 47, 60, 36]","['beetle', 'rose', 'lawn_mower', 'cockroach', 'caterpillar', 'porcupine', 'turtle', 'maple_tree', 'plain', 'hamster']",61.23175724479679,0.1699536728173125,13.440935916106742,9.266818571113683,False,0.967,0.996,0.653,0.948,0.964,1.0,0.621,0.961,0.97,1.0,0.653,0.952,0.0,0.4745
resnet50,CIFAR100,64,0.83,0.449,0.952,0.855,4,1.16,1.16,1,1,False,,0.1,0.0,0.4814,0.25,False,0,"[6, 7, 44, 77, 14, 79, 45, 18, 51, 26]","['bee', 'beetle', 'lizard', 'snail', 'butterfly', 'spider', 'lobster', 'caterpillar', 'mushroom', 'crab']",1.023288406760112,0.0603022319328572,0.4242848414917287,0.3781338287109614,False,0.894,0.992,0.309,0.772,0.906,0.993,0.449,0.866,0.9,0.993,0.309,0.774,0.0,0.4764
resnet50,CIFAR100,64,0.881,0.861,0.986,0.974,4,1.16,1.16,1,1,False,,0.1,0.0,0.4825,0.25,False,0,"[0, 39, 49, 52, 53, 20, 62, 58, 28, 94]","['apple', 'keyboard', 'mountain', 'oak_tree', 'orange', 'chair', 'poppy', 'pickup_truck', 'cup', 'wardrobe']",192.25317582671377,0.8441400222921807,67.35152737279088,62.94928448912551,False,0.982,0.999,0.828,0.984,0.988,0.999,0.862,0.985,0.989,1.0,0.828,0.984,0.0,0.4808
resnet50,CIFAR100,64,0.842,0.732,0.962,0.964,4,1.16,1.16,1,1,False,,0.1,0.0,0.4818,0.25,False,0,"[48, 31, 87, 86, 11, 76, 45, 69, 94, 88]","['motorcycle', 'elephant', 'television', 'telephone', 'boy', 'skyscraper', 'lobster', 'rocket', 'wardrobe', 'tiger']",103.4611733104848,0.6964406324275851,16.938129401400662,12.664145589661992,False,0.953,0.994,0.682,0.961,0.959,0.998,0.732,0.976,0.962,0.996,0.682,0.963,0.0,0.4781
